species,high_income_mean,upper_middle_mean,log2_fold_change,p_value,high_prevalence,upper_prevalence,p_adjusted,significant
s__Acinetobacter_parvus,0.203977562149158,0.0008997647058823528,-7.824646810286244,2.345586218216944e-08,0.20048115477145148,0.029411764705882353,3.2368279591629335e-08,True
s__Bacteroides_ovatus,0.06478177225340818,0.002000470588235294,-5.017176544162264,2.395095546305113e-08,0.17882919005613473,0.011764705882352941,3.299450588789285e-08,True
s__Denitrificimonas_caeni,0.026960809943865273,0.05944294117647059,1.1406416598756501,3.651365081257615e-08,0.1339214113873296,0.3,5.021412564414517e-08,True
s__GGB9758_SGB15368,0.09136673616680031,0.0010300588235294117,-6.470870248464217,4.971735155788264e-08,0.1619887730553328,0.0058823529411764705,6.825457713874266e-08,True
s__Phascolarctobacterium_faecium,0.035641732157177225,7.311764705882353e-05,-8.9291301229693,5.290334213535959e-08,0.161186848436247,0.0058823529411764705,7.250389428156485e-08,True
s__Sebaldella_termitidis,0.02192922213311949,0.0,-27.708279403745163,5.572393173066656e-08,0.15156375300721733,0.0,7.623873536438798e-08,True
s__GGB51647_SGB4348,0.1504275701684042,0.00012276470588235293,-10.258956262826395,5.68350080983589e-08,0.16920609462710506,0.011764705882352941,7.762593413775856e-08,True
s__GGB4684_SGB6478,0.04297613472333601,0.0,-28.678960494960073,7.334862440387782e-08,0.1491579791499599,0.0,9.983910777992319e-08,True
s__GGB2734_SGB3677,0.031000890136327185,0.0,-28.207734404311104,7.334863112242166e-08,0.1491579791499599,0.0,9.983910777992319e-08,True
s__Paralysiella_testudinis,0.013383207698476342,0.0,-26.995848713664664,8.036697535776816e-08,0.1483560545308741,0.0,1.0920614508649108e-07,True
s__Alistipes_onderdonkii,0.047699117882919,0.0021476470588235293,-4.473133694521533,8.100479620587058e-08,0.16840417000801924,0.011764705882352941,1.09885962934619e-07,True
s__Lachnospiraceae_bacterium_CLA_AA_H244,0.0345681555733761,0.0,-28.364868392150928,9.645016199760407e-08,0.1467522052927025,0.0,1.30616405823874e-07,True
s__Pseudomonas_alcaligenes,0.04959910986367282,0.00035652941176470584,-7.120148921196702,1.0247672375207158e-07,0.15637530072173217,0.0058823529411764705,1.385429818577076e-07,True
s__Bacteroides_caccae,0.031882325581395345,0.0007596470588235294,-5.391283590830629,1.0456006421925142e-07,0.16519647153167602,0.011764705882352941,1.411207623499694e-07,True
s__GGB4599_SGB6362,0.03444829991980754,0.0,-28.359857548602996,1.056435422892774e-07,0.14595028067361668,0.0,1.4234264804238218e-07,True
s__Bacteroides_xylanisolvens,0.03041249398556535,0.000708,-5.424770760293261,1.2249627359797492e-07,0.15557337610264635,0.0058823529411764705,1.6477192357707402e-07,True
s__GGB3256_SGB4303,0.06250218123496393,0.001938470588235294,-5.010915715650489,1.248988483386972e-07,0.15477145148356056,0.0058823529411764705,1.677213106262505e-07,True
s__Parabacteroides_distasonis,0.049535517241379314,0.005953117647058823,-3.056745984584059,1.2664884695699893e-07,0.18524458700882118,0.023529411764705882,1.6957062964611113e-07,True
s__Budvicia_aquatica,0.012591828388131516,0.0,-26.90791255440515,1.2670045794584274e-07,0.14434643143544507,0.0,1.6957062964611113e-07,True
s__GGB1627_SGB2230,0.024557794707297513,7.3529411764705884e-06,-11.705552333842483,1.3315067006887865e-07,0.15316760224538895,0.0058823529411764705,1.7790532673082616e-07,True
s__Pseudomonas_fluvialis,0.023546495589414594,0.0004008823529411765,-5.8761892857452995,1.3558579515188013e-07,0.15477145148356056,0.0058823529411764705,1.8085651139624745e-07,True
s__Moraxella_osloensis,0.707102646351243,0.47550117647058826,-0.5724707479835561,1.416942895635661e-07,0.2814755412991179,0.5588235294117647,1.8868956226881554e-07,True
s__Acinetobacter_portensis,0.026410705693664792,0.0,-27.97654761537158,1.518873252857547e-07,0.14274258219727345,0.0,2.0159133539188894e-07,True
s__Dechloromonas_agitata,0.4094220689655172,0.0,-31.930941723991104,1.518873390562167e-07,0.14274258219727345,0.0,2.0159133539188894e-07,True
s__Acinetobacter_celticus,0.03575789093825181,0.0,-28.41368640953573,1.6627292355442548e-07,0.14194065757818766,0.0,2.1995375152315554e-07,True
s__Simplicispira_sp_110,0.01921432237369687,0.0,-27.517606864769935,1.6627292355442548e-07,0.14194065757818766,0.0,2.1995375152315554e-07,True
s__Parabacteroides_merdae,0.020269783480352847,0.0033088235294117647,-2.6149403866105336,1.7070592830622687e-07,0.15396952686447474,0.0058823529411764705,2.2544468878789303e-07,True
s__Barnesiella_intestinihominis,0.044202381716118684,0.0006977647058823529,-5.985239467969543,1.732153881480056e-07,0.16038492381716118,0.011764705882352941,2.283813450994331e-07,True
s__Pseudoxanthomonas_mexicana,0.07453629510825982,0.0024152941176470584,-4.947672266437819,1.7926012799467864e-07,0.17802726543704891,0.023529411764705882,2.3596184887602674e-07,True
s__GGB4962_SGB6925,0.01320898957497995,0.0,-26.976944881502067,1.8200107175834313e-07,0.14113873295910184,0.0,2.3917575055084897e-07,True
s__GGB9635_SGB15106,0.026487706495589413,0.0,-27.98074769429738,1.991952194095091e-07,0.14033680834001605,0.0,2.609131060375071e-07,True
s__Simplicispira_metamorpha,0.06341303929430633,0.0,-29.240204286139623,1.9919523740034964e-07,0.14033680834001605,0.0,2.609131060375071e-07,True
s__Perlucidibaca_piscinae,4.129906696070569,0.02943835294117647,-7.132268417479466,2.0512875794369182e-07,0.07698476343223737,0.21764705882352942,2.6824529884944315e-07,True
s__GGB4713_SGB6526,0.05062487570168404,5.182352941176471e-05,-9.932020691537469,2.101486999236617e-07,0.1491579791499599,0.0058823529411764705,2.743608026781139e-07,True
s__Acinetobacter_towneri,0.035747818765036084,0.0018848823529411763,-4.245308758754905,2.4696123866017105e-07,0.16840417000801924,0.01764705882352941,3.2189564386537795e-07,True
s__Flavobacterium_sp_HXWNR29,0.05316872493985565,0.0005648235294117646,-6.55663361642793,2.605756080617403e-07,0.15637530072173217,0.011764705882352941,3.390644087533435e-07,True
s__Bacteroides_eggerthii,0.013876447473937448,0.0,-27.04806303858377,2.6098199171878133e-07,0.13793103448275862,0.0,3.390644087533435e-07,True
s__Candidatus_Cibionibacter_quicibialis,0.09071995188452285,0.0006266470588235293,-7.177622721536284,2.760207750819869e-07,0.18043303929430635,0.029411764705882353,3.580204533936811e-07,True
s__Diaphorobacter_SGB61891,0.031057914995990376,2.8647058823529413e-05,-10.082353208124552,2.775779269538218e-07,0.1467522052927025,0.0058823529411764705,3.5945666715738025e-07,True
s__Aeromonas_media,0.08126397754611067,7.929411764705883e-05,-10.00118460241105,2.8370415034820196e-07,0.1467522052927025,0.0058823529411764705,3.6679549535309605e-07,True
s__Cloacibacterium_rupense,0.003403127506014435,3e-06,-10.14763494351086,3.0301634153753964e-07,0.14595028067361668,0.0058823529411764705,3.91130948123577e-07,True
s__Gemmiger_formicilis,0.03402721732157177,0.0009344117647058823,-5.186486776426856,3.4618866165620444e-07,0.15477145148356056,0.011764705882352941,4.4613667848920543e-07,True
s__GGB47687_SGB2286,0.0126726303127506,0.0,-26.917140769730604,3.7359163922232213e-07,0.1347233360064154,0.0,4.806758771958702e-07,True
s__Dysgonomonas_sp_HDW5A,0.004305902165196471,0.0,-25.359812237985942,4.4669602519749847e-07,0.13311948676824378,0.0,5.738104889594875e-07,True
s__Alistipes_finegoldii,0.011218620689655174,0.0,-26.741320081905588,4.883716599516421e-07,0.132317562149158,0.0,6.243343857683538e-07,True
s__Arcobacter_suis,0.03714633520449078,0.0,-28.46864464687954,4.88371703510915e-07,0.132317562149158,0.0,6.243343857683538e-07,True
s__Prevotella_paludivivens,0.005155581395348838,0.0,-25.619631821803676,4.88371703510915e-07,0.132317562149158,0.0,6.243343857683538e-07,True
s__GGB3277_SGB4327,0.018998155573376103,0.0,-27.50128412870648,5.338792197235428e-07,0.13151563753007217,0.0,6.814209210209437e-07,True
s__Dialister_hominis,0.036194330392943064,0.0017394117647058826,-4.379092245023866,5.364153678844952e-07,0.14354450681635927,0.0058823529411764705,6.835659951191574e-07,True
s__Anaerostipes_hadrus,0.03823697674418605,0.0003504705882352941,-6.769530863964615,6.09273144207302e-07,0.1491579791499599,0.011764705882352941,7.751739525822203e-07,True
s__GGB57993_SGB79614,0.007938740978348034,0.0,-26.242406907848565,6.378098621285061e-07,0.12991178829190056,0.0,8.08904960517693e-07,True
s__Proteiniclasticum_ruminis,0.025794186046511625,0.0,-27.942470686655014,6.37809918806191e-07,0.12991178829190056,0.0,8.08904960517693e-07,True
s__Streptococcus_suis,0.6929304490777866,0.003426117647058824,-7.659992009124696,6.927382210485787e-07,0.18043303929430635,0.03529411764705882,8.771756554957439e-07,True
s__GGB26696_SGB38877,0.005953728949478748,0.0,-25.827290231123733,6.97023067851308e-07,0.12910986367281477,0.0,8.784251262949552e-07,True
s__Thauera_phenylacetica,0.005389214113873296,0.0,-25.683571597228035,6.970231915782248e-07,0.12910986367281477,0.0,8.784251262949552e-07,True
s__GGB4552_SGB6276,0.012608267842822775,0.0,-26.909794858561202,6.970231915782248e-07,0.12910986367281477,0.0,8.784251262949552e-07,True
s__GGB9345_SGB14311,0.01814081796311147,0.0,-27.434664274997452,7.616544169061682e-07,0.12830793905372895,0.0,9.58365163949651e-07,True
s__GGB9715_SGB15265,0.02024979951884523,0.00020147058823529414,-6.651193863914157,7.712685440341101e-07,0.13793103448275862,0.0058823529411764705,9.689364256026005e-07,True
s__GGB4569_SGB6310,0.017039470729751403,0.0,-27.344305291661023,8.321921920470406e-07,0.12750601443464316,0.0,1.0438329065079832e-06,True
s__Lachnospira_eligens,0.02054700882117081,0.001978235294117647,-3.376642381969443,9.897657271185909e-07,0.13793103448275862,0.0058823529411764705,1.2395341943068245e-06,True
s__Tepidiphilus_succinatimandens,0.008923079390537289,0.0,-26.411038356308392,9.931625813681296e-07,0.12590216519647154,0.0,1.239901629195962e-06,True
s__GGB4682_SGB6472,0.017666720128307938,0.0,-27.396458991996813,9.93162756802773e-07,0.12590216519647154,0.0,1.239901629195962e-06,True
s__Faecalibacterium_SGB15346,0.03881759422614275,0.0013225882352941175,-4.8752747236706195,1.0553180092358958e-06,0.14514835605453089,0.011764705882352941,1.3154431971598764e-06,True
s__Vitreoscilla_massiliensis,0.0031287730553327983,0.0,-24.89909372721989,1.0848053718223433e-06,0.12510024057738572,0.0,1.3479931081593255e-06,True
s__GGB4567_SGB6308,0.012396559743384123,0.0,-26.885364574430575,1.0848054675174548e-06,0.12510024057738572,0.0,1.3479931081593255e-06,True
s__Bacteroides_cellulosilyticus,0.038809759422614276,4.811764705882353e-05,-9.655634683357377,1.2219890579141983e-06,0.1339214113873296,0.0058823529411764705,1.5161013311699447e-06,True
s__Thauera_terpenica,0.17701934242181236,0.0004748235294117646,-8.542299561839998,1.2359071564268513e-06,0.1748195669607057,0.03529411764705882,1.530991965868301e-06,True
s__Dorea_longicatena,0.020137425821972733,0.00023770588235294117,-6.404557259500401,1.2487953702593934e-06,0.14274258219727345,0.011764705882352941,1.544562694794513e-06,True
s__GGB4694_SGB6493,0.015205124298315957,0.0,-27.17998237869677,1.2938432275128357e-06,0.12349639133921411,0.0,1.5978063968821572e-06,True
s__GGB4585_SGB6340,0.011492566158781073,0.0,-26.776125742933782,1.5425351529894519e-06,0.1218925421010425,0.0,1.899053459843262e-06,True
s__GGB9708_SGB15234,0.01012813151563753,0.0,-26.593792817002456,1.5425352884083566e-06,0.1218925421010425,0.0,1.899053459843262e-06,True
s__Bifidobacterium_catenulatum,0.0054770088211708095,0.0,-25.706884894499186,1.684015525101508e-06,0.1210906174819567,0.0,2.070043699317084e-06,True
s__Corynebacterium_afermentans,0.05673601443464314,0.016211235294117648,-1.8072707738126308,1.7480608572995175e-06,0.028869286287089013,0.10588235294117647,2.1454694700189164e-06,True
s__Coprococcus_comes,0.01019797113071371,0.0002836470588235294,-5.168040949701678,1.8271704869237734e-06,0.13071371291098638,0.0058823529411764705,2.239124569098305e-06,True
s__GGB4651_SGB6438,0.009681210906174818,0.0,-26.528684187261682,1.838287939092928e-06,0.12028869286287089,0.0,2.242430827438922e-06,True
s__GGB4571_SGB6317,0.01100467522052927,0.0,-26.713541340005587,1.8382881000907309e-06,0.12028869286287089,0.0,2.242430827438922e-06,True
s__GGB3278_SGB4328,0.012836375300721731,0.0,-26.935662646168442,1.8382881000907309e-06,0.12028869286287089,0.0,2.242430827438922e-06,True
s__Blautia_faecis,0.010184787489975942,3.976470588235294e-05,-8.000708048765981,1.86964814034409e-06,0.12991178829190056,0.0058823529411764705,2.277208634352024e-06,True
s__Bacteroides_graminisolvens,0.11854260625501203,0.0010161764705882354,-6.866110766551716,1.9472465463878422e-06,0.1724137931034483,0.03529411764705882,2.3681126188187e-06,True
s__Anaerobutyricum_hallii,0.013150529270248597,0.0002622941176470588,-5.6477910623588965,1.979698590777105e-06,0.12991178829190056,0.0058823529411764705,2.403919717372199e-06,True
s__Tessaracoccus_defluvii,0.004194843624699278,0.0,-25.322113729512886,2.006492526489709e-06,0.11948676824378508,0.0,2.4327580101142298e-06,True
s__GGB39817_SGB99175,0.018428444266238974,0.0,-27.45735905036942,2.1898705575481542e-06,0.11868484362469928,0.0,2.6510705689105688e-06,True
s__Simiaoa_sunii,0.026168203688853246,0.00024923529411764706,-6.714162128370776,2.359400847722963e-06,0.13712910986367283,0.011764705882352941,2.8519837781099053e-06,True
s__Succinispira_mobilis,0.0034901603849238167,0.0,-25.056790040325694,2.389770424645512e-06,0.11788291900561347,0.0,2.8843301650933e-06,True
s__Faecalibacillus_intestinalis,0.01204214915797915,1.7999999999999997e-05,-9.385872267472694,2.4327374568943143e-06,0.12750601443464316,0.0058823529411764705,2.931760524975199e-06,True
s__Pseudomonas_chengduensis,0.10829132317562146,0.005601705882352942,-4.272907580550334,2.439926707586551e-06,0.19005613472333602,0.047058823529411764,2.935996143616949e-06,True
s__Oscillibacter_sp_ER4,0.018386776263031274,0.004678352941176471,-1.974595922760676,2.4548108249180614e-06,0.12991178829190056,0.0058823529411764705,2.9494644347511745e-06,True
s__GGB4689_SGB6487,0.009830681635926224,0.0,-26.55078813194078,2.607660978175322e-06,0.11708099438652766,0.0,3.1284100924355593e-06,True
s__GGB9602_SGB15031,0.012789366479550921,2.5352941176470585e-05,-8.978570284740922,2.6348804099856824e-06,0.12670408981555734,0.0058823529411764705,3.156326008363659e-06,True
s__Blautia_massiliensis,0.010437890938251806,4.858823529411765e-05,-7.747004526929028,3.0260190817782712e-06,0.1347233360064154,0.011764705882352941,3.6194449795521535e-06,True
s__Arcobacter_caeni,0.05279651964715316,0.0,-28.975867591921162,3.103937967746292e-06,0.11547714514835605,0.0,3.7070948224653024e-06,True
s__GGB41936_SGB59041,0.01815248596631916,7.176470588235294e-06,-11.304584925712005,3.436558504316095e-06,0.12429831595829992,0.0058823529411764705,4.098224246191881e-06,True
s__Methanobrevibacter_smithii,0.01621574979951885,0.0001294705882352941,-6.9686264195665695,3.5610352320771886e-06,0.12429831595829992,0.0058823529411764705,4.240338525230513e-06,True
s__Acinetobacter_bohemicus,0.08947702485966318,9.223529411764705e-05,-9.921981101264016,3.613570479327678e-06,0.13311948676824378,0.011764705882352941,4.296492281224427e-06,True
s__Odoribacter_splanchnicus,0.011345621491579791,0.001167235294117647,-3.280968210948772,3.671382773841303e-06,0.12590216519647154,0.0058823529411764705,4.358744184694207e-06,True
s__Bacteroides_fragilis,0.019955461106655976,0.008919176470588234,-1.161801192500136,3.7260974937746145e-06,0.14434643143544507,0.01764705882352941,4.417139313836672e-06,True
s__Klebsiella_pneumoniae,0.2984988452285485,0.029768764705882352,-3.3258540845346105,3.866930725362824e-06,0.14595028067361668,0.01764705882352941,4.577300221577624e-06,True
s__GGB33469_SGB15236,0.008363231756214916,0.0,-26.317557223972532,4.027996179035951e-06,0.11307137129109864,0.0,4.753868871422019e-06,True
s__GGB1627_SGB2227,0.006464683239775461,0.0,-25.946076368303643,4.02799652810101e-06,0.11307137129109864,0.0,4.753868871422019e-06,True
s__Bacteroides_thetaiotaomicron,0.011601355252606254,0.004011058823529411,-1.5322382960677778,4.086462301021639e-06,0.13552526062550121,0.011764705882352941,4.815757195451755e-06,True
s__GGB4683_SGB6473,0.009842654370489173,0.0,-26.552544113410427,4.392690862820064e-06,0.11226944667201283,0.0,5.161412210584305e-06,True
s__GGB9760_SGB15374,0.0055672734562951095,0.0,-25.730467638130953,4.392691243050472e-06,0.11226944667201283,0.0,5.161412210584305e-06,True
s__GGB9708_SGB15233,0.006480986367281477,0.0,-25.949710085830606,4.789946690230576e-06,0.11146752205292702,0.0,5.611682897936133e-06,True
s__Acidovorax_facilis,0.005968011226944667,0.0,-25.830746937960082,4.789947104371017e-06,0.11146752205292702,0.0,5.611682897936133e-06,True
s__Bifidobacterium_bifidum,0.009695966319165998,0.015562235294117646,0.6825926998064451,4.832009124123439e-06,0.13311948676824378,0.011764705882352941,5.652672459992134e-06,True
s__Clostridiaceae_bacterium,0.009315204490777867,0.0001836470588235294,-5.664578973926031,4.947426522312199e-06,0.13071371291098638,0.011764705882352941,5.779230689075214e-06,True
s__GGB9747_SGB15356,0.0064619887730553325,0.00023623529411764707,-4.77368122767775,4.962855362724922e-06,0.1218925421010425,0.0058823529411764705,5.7887904157915515e-06,True
s__Streptococcus_thermophilus,0.998561475541299,0.033005,-4.919094741219211,4.995964482054878e-06,0.18283881315156375,0.047058823529411764,5.818914899652839e-06,True
s__Faecalibacterium_sp_HTFF,0.012535004009623095,0.0,-26.90138722826093,5.2226317207494036e-06,0.11066559743384122,0.0,6.074065130827909e-06,True
s__GGB4549_SGB6271,0.005931555733761027,0.0,-25.821907234286325,5.6938609492957716e-06,0.10986367281475541,0.0,6.612492585010642e-06,True
s__GGB4693_SGB6491,0.0126885084202085,5.676470588235294e-05,-7.804310043637946,5.892234206034202e-06,0.11948676824378508,0.0058823529411764705,6.832939231671013e-06,True
s__Alistipes_shahii,0.01096540497193264,0.0020031764705882352,-2.4525976088021477,6.162665699740541e-06,0.13071371291098638,0.011764705882352941,7.136188252308249e-06,True
s__Sphaerotilus_natans,0.03912466720128308,0.004858235294117647,-3.0095741849622297,6.2028593581596374e-06,0.132317562149158,0.011764705882352941,7.156440311070998e-06,True
s__Granulicatella_sp_s8,0.003970344827586207,0.0,-25.242761012562546,6.207024666138287e-06,0.1090617481956696,0.0,7.156440311070998e-06,True
s__GGB4596_SGB6358,0.008087064955894145,0.0,-26.26911288138427,6.20702520096646e-06,0.1090617481956696,0.0,7.156440311070998e-06,True
s__Phascolarctobacterium_succinatutens,0.012376014434643144,9.711764705882353e-05,-6.993596126605509,6.222304194363794e-06,0.12830793905372895,0.011764705882352941,7.163719094087424e-06,True
s__GGB4266_SGB5809,0.012196311146752204,6.711764705882353e-05,-7.505534868150452,6.4896825736308855e-06,0.11868484362469928,0.0058823529411764705,7.460800541483565e-06,True
s__Brotolimicola_acetigignens,0.01723048115477145,0.00046676470588235294,-5.2061234012134765,6.638872723022383e-06,0.12830793905372895,0.011764705882352941,7.621349577147822e-06,True
s__Flavobacterium_sp_9R,0.02404073777064956,0.0007811176470588236,-4.943797327298803,6.656261165553706e-06,0.15477145148356056,0.029411764705882353,7.630348165390833e-06,True
s__Pseudoxanthomonas_kaohsiungensis,0.004340665597433842,6.847058823529412e-05,-5.9862859916277,6.782839872776625e-06,0.11868484362469928,0.0058823529411764705,7.764310971846022e-06,True
s__Thiothrix_unzii,0.021274041700080196,6.841176470588235e-05,-8.280631883719403,6.9050381359502625e-06,0.12750601443464316,0.011764705882352941,7.892883362838712e-06,True
s__Faecalibacterium_prausnitzii,0.2872804811547715,0.0406425294117647,-2.821397874390132,7.122915596628502e-06,0.17000801924619086,0.041176470588235294,8.130299373865962e-06,True
s__GGB4559_SGB6293,0.004702221331194867,0.0,-25.48683914241235,8.036546645059409e-06,0.10665597433841219,0.0,9.160058158919355e-06,True
s__GGB3304_SGB4367,0.025541700080192464,0.0003001764705882353,-6.410899374858106,8.097521992452772e-06,0.12590216519647154,0.011764705882352941,9.21641035893129e-06,True
s__GGB1495_SGB2071,0.008371996792301524,0.0005067647058823529,-4.046183536175831,8.24285132796175e-06,0.11788291900561347,0.0058823529411764705,9.368475406886825e-06,True
s__Flavobacterium_cheniae,0.013254779470729752,0.0002471176470588235,-5.745170244641722,8.616627423418413e-06,0.14274258219727345,0.023529411764705882,9.779382544476296e-06,True
s__Mediterraneibacter_faecis,0.012882951082598236,0.00022329411764705886,-5.850373416662787,8.783600662844178e-06,0.14274258219727345,0.023529411764705882,9.954747417890067e-06,True
s__Roseburia_inulinivorans,0.007017008821170809,0.00026023529411764706,-4.752967097899667,9.29660570364471e-06,0.11627906976744186,0.0058823529411764705,1.0521229401150316e-05,True
s__Epilithonimonas_xixisoli,0.004066816359262229,0.0,-25.277396545769555,9.542436607528417e-06,0.10505212510024058,0.0,1.0753747319344437e-05,True
s__Blautia_sp_MCC283,0.0031121491579791495,0.0,-24.891407917524898,9.542436607528417e-06,0.10505212510024058,0.0,1.0753747319344437e-05,True
s__GGB9347_SGB14313,0.007267514033680834,0.0,-26.11495863629323,9.542436607528417e-06,0.10505212510024058,0.0,1.0753747319344437e-05,True
s__Coprococcus_eutactus,0.010089895749799519,0.0,-26.588336041793593,1.039667845016222e-05,0.10425020048115477,0.0,1.1699924058703683e-05,True
s__Alistipes_communis,0.007133135525260626,0.0036951176470588236,-0.9489160669664526,1.0639152106147328e-05,0.11627906976744186,0.0058823529411764705,1.1955952929411695e-05,True
s__Veillonella_parvula,0.0294507056936648,0.0003148823529411765,-6.547345034339438,1.0710903424065245e-05,0.11547714514835605,0.0058823529411764705,1.201967954470243e-05,True
s__Laribacter_hongkongensis,0.006451058540497194,0.0,-25.94303259530113,1.1326361160370835e-05,0.10344827586206896,0.0,1.2692514119405746e-05,True
s__Dorea_formicigenerans,0.006157177225340817,0.00012823529411764705,-5.585402699659549,1.1873919438309062e-05,0.1226944667201283,0.011764705882352941,1.3287481276202998e-05,True
s__GGB9712_SGB15244,0.004782502004811548,0.0,-25.511262267722916,1.2338061381804791e-05,0.10264635124298316,0.0,1.3749110022242324e-05,True
s__Ruminococcus_torques,0.006428660785886126,0.0,-25.93801491428548,1.2338061381804791e-05,0.10264635124298316,0.0,1.3749110022242324e-05,True
s__GGB4689_SGB6486,0.005465364875701684,0.0,-25.703814506138556,1.2338062435479033e-05,0.10264635124298316,0.0,1.3749110022242324e-05,True
s__Enterococcus_aquimarinus,0.11248696872493986,0.018761823529411765,-2.5838859123351683,1.2593443236722847e-05,0.16920609462710506,0.37058823529411766,1.401415201412473e-05,True
s__Oscillospiraceae_bacterium_CLA_AA_H250,0.007897610264635126,0.0,-26.234912857171246,1.3438924512583548e-05,0.10184442662389735,0.0,1.4934215139852927e-05,True
s__Holdemanella_biformis,0.005217666399358461,0.00014441176470588235,-5.17514355121531,1.380003299301406e-05,0.11226944667201283,0.0058823529411764705,1.5314203279747547e-05,True
s__Tolumonas_auensis,0.013224330392943065,2.9411764705882355e-06,-12.134464665216315,1.3933136857206813e-05,0.11146752205292702,0.0058823529411764705,1.5440466503340143e-05,True
s__GGB9715_SGB15260,0.0030833841218925414,0.0,-24.878011339735384,1.4636700264275484e-05,0.10104250200481155,0.0,1.6175278701025552e-05,True
s__GGB4554_SGB6285,0.0047744907778668804,0.0,-25.50884356549878,1.4636704006059415e-05,0.10104250200481155,0.0,1.6175278701025552e-05,True
s__Phocaeicola_massiliensis,0.012946118684843626,0.00031076470588235294,-5.380552708249546,1.4774938846475863e-05,0.11226944667201283,0.0058823529411764705,1.630549190377654e-05,True
s__Alistipes_SGB2313,0.007634514835605454,3.1176470588235293e-06,-11.257816894234825,1.5169546820684983e-05,0.11066559743384122,0.0058823529411764705,1.6717886772037656e-05,True
s__Blautia_obeum,0.006212285485164395,0.00012058823529411764,-5.686961888564971,1.5508302825207857e-05,0.12028869286287089,0.011764705882352941,1.7067677627191566e-05,True
s__Segatella_hominis,0.00458869286287089,0.017847235294117646,1.959545430560737,1.6539361493507653e-05,0.08420208500400962,0.18235294117647058,1.817737253550566e-05,True
s__Desulfovibrio_sp_86,0.0023968885324779474,6.605882352941176e-05,-5.181265607629977,1.6700416802869348e-05,0.12028869286287089,0.011764705882352941,1.832916624380853e-05,True
s__Ruminococcus_gnavus,0.03853446672012831,0.00808829411764706,-2.2522420469327913,1.8664529287509996e-05,0.08259823576583801,0.18235294117647058,2.045673374584429e-05,True
s__Flavobacterium_sasangense,0.002400449077786688,0.00014976470588235293,-4.002533850342173,1.9702997179270094e-05,0.10986367281475541,0.0058823529411764705,2.1565335268817538e-05,True
s__Bilophila_wadsworthia,0.004511940657578187,0.0017303529411764704,-1.3826817064040111,2.101169694379965e-05,0.10986367281475541,0.0058823529411764705,2.2966273403687988e-05,True
s__Schaalia_sp_JY_X169,0.02093392141138733,0.00018947058823529412,-6.787724108188953,2.3348708997315766e-05,0.15637530072173217,0.041176470588235294,2.5485817607725817e-05,True
s__Lactococcus_chungangensis,0.03388469927826784,0.0002633529411764706,-7.007492042138176,2.4360930799400284e-05,0.13311948676824378,0.023529411764705882,2.6554411608077527e-05,True
s__Zoogloea_ramigera,0.007129470729751403,0.00019411764705882349,-5.198791073155841,2.510131260746335e-05,0.1339214113873296,0.023529411764705882,2.7324180890140623e-05,True
s__Ruminococcus_bovis,0.0038692702485966326,0.00012511764705882354,-4.9507031892850675,2.7660271521811334e-05,0.10585404971932638,0.0058823529411764705,3.0068784960445247e-05,True
s__Catenibacterium_tridentinum,0.027139478748997595,0.0003742352941176471,-6.180303196152467,2.8126045897507652e-05,0.14033680834001605,0.029411764705882353,3.053357428275627e-05,True
s__Oliverpabstia_intestinalis,0.004341387329591018,0.00013794117647058824,-4.976030048462425,3.0303952811979795e-05,0.10505212510024058,0.0058823529411764705,3.2853267702539835e-05,True
s__Fluviibacter_phosphoraccumulans,0.00585739374498797,0.0004881176470588235,-3.5849577914805066,3.0485906898125936e-05,0.10585404971932638,0.0058823529411764705,3.3005744731168864e-05,True
s__Aliarcobacter_cryaerophilus,1.81849764234162,0.003042411764705883,-9.223315869830284,3.1162739759694986e-05,0.1996792301523657,0.08235294117647059,3.369286748037387e-05,True
s__Parasutterella_excrementihominis,0.003755709703287891,0.002883764705882353,-0.3811320868945938,3.205493506131299e-05,0.10585404971932638,0.0058823529411764705,3.461066637025551e-05,True
s__Sanguibacter_inulinus,0.0304657016840417,0.003597176470588235,-3.082249091246865,3.242732753145254e-05,0.044105854049719326,0.12352941176470589,3.4965498917180276e-05,True
s__Roseburia_faecis,0.023050328789093827,0.0004979411764705883,-5.5326679138973045,3.368326764771921e-05,0.13151563753007217,0.023529411764705882,3.6270796294511656e-05,True
s__Oscillibacter_sp_MSJ_31,0.007805621491579792,4.017647058823529e-05,-7.602015290847728,3.638573851840704e-05,0.10264635124298316,0.0058823529411764705,3.9128136037963957e-05,True
s__Klebsiella_grimontii,0.06694480352846831,0.00012435294117647057,-9.072386474665354,3.8938079627653205e-05,0.10264635124298316,0.0058823529411764705,4.181656669690176e-05,True
s__Acinetobacter_junii,0.14665739374498798,0.16077429411764707,0.13258694870473314,4.0806927452508275e-05,0.1892542101042502,0.06470588235294118,4.376474501282431e-05,True
s__Segatella_sinensis,0.03488639133921411,0.0020644117647058823,-4.078861644084499,4.637898641523212e-05,0.15316760224538895,0.041176470588235294,4.9674008238298206e-05,True
s__Arcobacter_acticola,0.20620486768243787,0.0005495882352941177,-8.551511290717759,4.6732000968447225e-05,0.17080994386527668,0.058823529411764705,4.998509876009281e-05,True
s__Clostridiaceae_bacterium_Marseille_Q4149,0.006116936647955093,0.005332470588235294,-0.1980052276809782,4.879453869364513e-05,0.10184442662389735,0.0058823529411764705,5.212143905912093e-05,True
