sample_alias,Richness,Shannon,Simpson,income_group,study_code
Brinch_2020_sewage_copenhagen.sample_DTU2017-297-PRJ1066-RL-Sewage-208_S3_L001,253,3.692531384958891,0.941362085796409,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-298-PRJ1066-RD-Sewage-209_S4_L001,224,3.800272458085245,0.9462977852343312,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-299-PRJ1066-RL-Sewage-210_S5_L001,281,3.86580954652767,0.950517046332544,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-30-PRJ1066-RD-Sewage-188_S5_L001,222,3.710585852883093,0.9384336684898786,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-300-PRJ1066-RA-Sewage-211_S6_L001,171,3.6156272633901274,0.9369685062162216,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-31-PRJ1066-RL-Sewage-189_S6_L001,272,3.982379002286219,0.9572362272056326,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-540-PRJ1066-RD-Sewage-212_S1_L001,33,2.5363041893752274,0.87354974830776,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-541-PRJ1066-RD-Sewage-213_S2_L001,27,2.330004260944504,0.85454912031798,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-542-PRJ1066-RD-Sewage-214_S3_L001,28,1.5849450819677469,0.5651982687005599,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-543-PRJ1066-RD-Sewage-215_S4_L001,48,2.7776908852244104,0.8971361937483,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-544-PRJ1066-RD-Sewage-216_S5_L001,38,2.5414119719027988,0.8713204819721507,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-545-PRJ1066-RA-Sewage-217_S6_L001,34,2.324563018281928,0.8499042794653406,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-582-PRJ1066-RL-Sewage-218_S1_L001,237,3.9922661728793156,0.959785071120542,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-583-PRJ1066-RL-Sewage-219_S2_L001,106,3.5346520373397485,0.9477386365532345,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-584-PRJ1066-RL-Sewage-220_S3_L001,191,3.838287356877597,0.9545179881994729,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-585-PRJ1066-RL-Sewage-221_S4_L001,305,4.210151626534815,0.9656895785562035,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-586-PRJ1066-RA-Sewage-3_S5_L001,165,3.37847611923144,0.9100400611436332,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2017-587-PRJ1066-RA-Sewage-4_S6_L001,175,3.5273778041959876,0.9219766186944489,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-100-PRJ1066-RL-CPH-Sewage-252,302,3.699568714856829,0.9367246450057132,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-101-PRJ1066-CPH-Sewage-227,375,3.923927019174978,0.9153863203927278,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1597-PRJ1066-RL-CPH-Sewage-316,375,4.164073729090823,0.9581027006007973,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1601-PRJ1066-RA-CPH-Sewage-254,149,3.3752941038893836,0.9336289070232872,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1602-PRJ1066-RA-CPH-Sewage-312,357,3.9883452143214515,0.952681640148193,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1605-PRJ1066-RD-CPH-Sewage-249,41,1.7352165628111305,0.6664940768428104,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1606-PRJ1066-RD-CPH-Sewage-250,382,4.11932115100544,0.9601886536845002,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1607-PRJ1066-RD-CPH-Sewage-251,43,1.9652573404930715,0.7869778438927894,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1608-PRJ1066-RD-CPH-Sewage-315,359,3.97265877506501,0.9453891995072423,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1614-PRJ1066-RA-CPH-ReSewage-274,201,3.5594857188799187,0.9312668520758652,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1615-PRJ1066-RA-CPH-ReSewage-300,358,3.929527585673945,0.9504147377540627,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1619-PRJ1066-RL-CPH-ReSewage-234,324,3.6965711571898754,0.9218769214002629,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1620-PRJ1066-RL-CPH-Sewage-275,310,3.5968466215397417,0.9428344853836146,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1621-PRJ1066-RL-CPH-Sewage-298,314,3.5530960596592305,0.9316165226217924,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1625-PRJ1066-RD-CPH-Sewage-240,196,2.8021034608164697,0.8460157313162725,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1626-PRJ1066-RD-CPH-Sewage-271,286,3.5428550497451337,0.9342149484719918,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-1627-PRJ1066-RD-CPH-Sewage-297,315,3.6117764752130537,0.9314668767413615,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-96-PRJ1066-RL-CPH-Sewage-239,312,3.0425428727129664,0.8491535820131098,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-97-PRJ1066-CPH-Sewage-223,377,4.532734569385332,0.9721002468686224,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-98-PRJ1066-CPH-Sewage-224,350,4.492632283504751,0.9712053619882783,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2018-99-PRJ1066-CPH-Sewage-225,358,4.334514980078868,0.9592459707713165,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-195-PRJ1066-RL-CPH-Sewage-219,383,4.4181738477125325,0.9681939242080163,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-196-PRJ1066-RD-CPH-Sewage-222,314,3.9436781750453553,0.9390240979887065,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-197-PRJ1066-RA-CPH-Sewage-224,315,4.322548004857548,0.9676172821965355,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-198-PRJ1066-RD-CPH-Sewage-225,336,4.1472509053479865,0.948948525735859,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-199-PRJ1066-RL-CPH-Sewage-227,331,3.839171787306024,0.9175670927461064,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-200-PRJ1066-RL-CPH-Sewage-228,373,4.464811441061655,0.9724536177212948,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-201-PRJ1066-RD-CPH-Sewage-231,392,3.6848879158227823,0.9082531281091929,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-202-PRJ1066-RL-CPH-Sewage-232,303,3.2389029745758258,0.8930975963922775,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-203-PRJ1066-RD-CPH-Sewage-233,359,3.590471216336728,0.9024881218367071,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-204-PRJ1066-RA-CPH-Sewage-235,304,3.694750583841496,0.9321790813746336,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-205-PRJ1066-RA-CPH-Sewage-236,340,3.431079961503933,0.9074535922897774,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-206-PRJ1066-RD-CPH-Sewage-237,259,2.9222289725048833,0.8379817128879876,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-207-PRJ1066-RA-CPH-Sewage-238,244,3.184594030622356,0.8946518106000725,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-208-PRJ1066-RA-CPH-Sewage-241,170,3.3957463836380137,0.9240924492535629,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-209-PRJ1066-RL-CPH-Sewage-243,211,2.7460193449323747,0.8154829959338828,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-210-PRJ1066-RD-CPH-Sewage-245,305,3.591991401697949,0.9205850090922421,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-211-PRJ1066-RD-CPH-Sewage-246,333,3.836674979036229,0.9384977692798979,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-212-PRJ1066-RD-CPH-Sewage-248,374,3.97906152387527,0.9402614402897057,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-229-PRJ1066-RA-CPH-Sewage-1,345,3.681469083241542,0.9310193452938611,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-230-PRJ1066-RA-CPH-Sewage-2,362,3.802261442168698,0.9298335286932028,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-397-PRJ1066-RL-CPH-Sewage-285,321,3.7676379134848594,0.9456892183104559,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-398-PRJ1066-RA-CPH-Sewage-286,343,3.962183525802663,0.9552934030557491,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-399-PRJ1066-RD-CPH-Sewage-287,160,2.3985708156229015,0.740545343003034,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-555-PRJ1066-RD-CPH-Sewage-265,44,1.9350503473386318,0.7821830203882789,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-556-PRJ1066-RD-CPH-Sewage-277,366,4.147716875659512,0.9592950643676357,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-561-PRJ1066-RD-CPH-Sewage-280,365,4.200540842989473,0.9638966134977065,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-562-PRJ1066-RD-CPH-Sewage-283,366,3.8555188200554253,0.9479915220493675,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-567-PRJ1066-RD-CPH-Sewage-293,365,3.9144199901278025,0.9509869009725832,High-income,Brinch_2020_sewage_copenhagen
Brinch_2020_sewage_copenhagen.sample_DTU2019-568-PRJ1066-RD-CPH-Sewage-306,384,4.272523603742204,0.9627449137221242,High-income,Brinch_2020_sewage_copenhagen
Brooks_2017_infants.sample_S2_003_000_R1,91,1.137708077499641,0.34962311246676125,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_003_000_R2,23,1.7535942069898356,0.7133682844312803,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_003_000_R3,121,2.988813532649508,0.8908568844113578,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_001_R1,55,1.5957860060642903,0.7107335494177351,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_001_R2,22,1.7129650145376312,0.757580689385698,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_001_R3,67,2.200549653174684,0.7709860899672308,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_002_R1,57,0.7633288236334828,0.2412197606723695,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_002_R2,31,1.805499949089941,0.745342498071573,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_002_R3,47,2.477179127715485,0.8542036425553705,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_003_R1,45,1.1660383693093321,0.4060492855063338,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_003_R2,21,1.2596770403945625,0.5340813087514372,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_005_003_R3,127,2.719543376100176,0.8206882707087598,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_006_000_R1,137,1.174575440091622,0.41629779376736475,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_006_000_R2,25,2.313480236854994,0.8627963019489048,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_006_000_R3,148,2.842123373974442,0.8559039531720551,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_009_000_R1,51,2.1976028066870668,0.7859486783504068,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_009_000_R2,27,2.423280620316728,0.8885183684559143,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_009_000_R3,49,1.649716562682626,0.6331009237961298,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_012_000_R1,53,1.0924314591972863,0.35234534481003876,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_012_000_R2,38,1.1527366194428472,0.45185683406664157,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_012_000_R3,209,3.311251003249625,0.8740245739911114,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_018_000_R1,133,1.1738958817787413,0.3556503899505966,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_018_000_R2,27,0.9960665689033785,0.42510940013048093,High-income,Brooks_2017_infants
Brooks_2017_infants.sample_S2_018_000_R3,178,2.905361279057571,0.8851858764164322,High-income,Brooks_2017_infants
Fahimipour_2018_surfaces.sample_AF001,13,1.9416251076279567,0.8163672061016288,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF002,4,0.44939093700127325,0.2086227426038615,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF003,18,2.286721787731836,0.8630472462606031,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF004,7,1.531511351076924,0.7275672816341315,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF005,17,2.185551619072237,0.8442218216943707,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF006,7,0.8381976027215322,0.38295994563872293,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF007,15,2.2444052864436546,0.8645128712343497,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF008,33,2.7770423186156354,0.9060874432077556,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF009,1,-0.0,0.0,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF010,11,1.8881791818961808,0.8224758470950451,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF011,6,1.0787784850379563,0.571539293533153,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF012,18,2.305785720040671,0.8642283927484928,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF013,1,-0.0,0.0,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF015,6,1.3608026839826186,0.7118031028675835,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF016,4,0.7734172605711285,0.49340769352121105,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF017,3,0.8968234536313543,0.5581245620111648,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF018,11,1.8524131394969268,0.7946290303072322,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF019,7,1.3250293126736674,0.5875047490545962,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF020,12,2.1420861680144445,0.8623067992850812,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF021,9,1.530706337786216,0.7018476441313369,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF022,10,1.4915645066910963,0.6658373876134598,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF023,14,2.0148630983888904,0.8228790468085432,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF024,19,2.1297845566237443,0.8464135630411354,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF025,22,2.326566594546571,0.837151179658173,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF026,13,2.046839963559067,0.8452036242884731,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF027,11,1.8605997908200165,0.7888839223641039,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF028,8,1.7094947693126152,0.7597289423165114,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF029,20,2.0235406462475938,0.798701605572459,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF030,6,1.1859868162688656,0.5802786873452742,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF031,10,1.8227178292040735,0.7880679289959783,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF032,24,2.3744742385760658,0.8699630857821293,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF033,5,1.0554087272200245,0.6074483893361853,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF034,8,1.41615249968975,0.6487814982911417,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF035,3,1.0101138655392456,0.6108641572749923,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF036,11,1.5947248995192362,0.741076548305345,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF037,10,1.599450797686215,0.6871354573067678,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF038,19,1.94157648069623,0.7201507909473573,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF039,18,1.3193474652618316,0.5155423824971308,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF040,6,1.5125661887210924,0.7553826052561303,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF041,1,-0.0,0.0,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF042,12,1.4122344722504168,0.5880015777840897,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF043,12,1.7619881625147293,0.7420885271012212,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF044,15,2.1840447300135524,0.8592164575935028,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF045,11,1.9604718137695132,0.830125674589481,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF046,15,1.9378417076502892,0.7800976635303553,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF047,4,0.9242334004922697,0.4789515199783708,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF048,22,2.528415794668685,0.8877188424801773,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF049,19,1.578467657513382,0.6780629852257247,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF050,6,1.6066093664774495,0.7815162635499512,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF051,11,1.8126641996915582,0.7873387170094062,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF052,10,1.4859696304625456,0.6504370997756747,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF053,5,1.113011419729302,0.5569882213113541,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF054,15,2.0077012047979483,0.7558184267255801,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF057,50,2.745863547307168,0.8954228746196021,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF058,4,0.6802093831235043,0.4062124013302385,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF059,4,0.28709360895477254,0.11981887707559502,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF060,3,0.20250683426764848,0.08133912089554896,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF061,14,2.207979924756374,0.8519249631077386,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF062,15,2.369234001573625,0.885154932016805,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF063,25,2.235023929107785,0.810831924915809,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF064,3,0.833483791146888,0.535785462052814,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF065,11,1.2761007607494514,0.5457997863525501,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF067,9,1.5762886188484753,0.7187937092544057,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF069,3,0.7872990822347157,0.444211740368207,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF070,11,1.7567506181509818,0.7404695315775216,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF071,14,1.9622213082205953,0.8300114610600812,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF072,20,2.080655656801117,0.8009095952020967,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF073,7,1.3704536547998292,0.6733076725588671,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF076,1,-0.0,0.0,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF077,6,1.629295802055532,0.7805163921414788,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF078,3,0.4115640692158651,0.2010009267516364,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF079,5,1.381387095705973,0.6975086792842493,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF080,10,1.5484935517226006,0.7276885255819019,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF081,9,1.7437254013075538,0.779229680510265,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF082,12,1.8004612139521219,0.7856161806077051,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF083,11,1.0377858712971089,0.44706147066673074,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF084,10,1.6162890967564836,0.7683135717246745,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF085,8,1.721409892472976,0.7874703283796463,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF086,20,2.3041471897792096,0.8541208845382784,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF087,14,2.200532593182923,0.8595257551293203,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF088,3,0.7207681710508639,0.4106381004456967,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF089,13,1.8683693799875045,0.7933576371555588,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF090,8,1.5777575316456804,0.7409621764471681,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF091,8,1.7582551595521299,0.8070012004696626,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF092,2,0.40327097591691724,0.23945852296009962,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF093,2,0.39594372655564797,0.23367700486200005,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF094,1,-0.0,0.0,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF095,7,1.189692731578697,0.5561110757949301,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF096,4,0.8634387754652346,0.445475006529959,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF097,10,1.4326009687673185,0.689375527857035,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF098,6,1.2060472977146843,0.6612003551455401,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF099,15,1.7997735263853913,0.7273793943714058,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF100,8,1.8281697432323858,0.8092630807414749,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF101,6,1.4602623264984027,0.7119101285317624,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF102,16,1.6442434491852025,0.7028813960615085,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF103,9,0.9349828506904186,0.3787788577000417,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF104,7,0.8989314002937123,0.3894267176917603,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF105,61,3.318512614425073,0.9412454791738888,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF106,12,1.8291716260549613,0.7594098955085309,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF107,7,1.7169587993299718,0.7957174291825118,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF108,5,0.535209169708983,0.24435513023197608,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF109,5,1.5423216846244738,0.771822329680689,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF110,12,1.8463634245625993,0.7750253543338066,High-income,Fahimipour_2018_surfaces
Fahimipour_2018_surfaces.sample_AF111,2,0.5960651468542089,0.4061028132738538,High-income,Fahimipour_2018_surfaces
