species,control_mean,case_mean,log2_fold_change,p_value,control_prevalence,case_prevalence,p_adjusted,significant
s__GGB4689_SGB6486,0.005465364875701684,0.0,-25.703814506138556,1.2338062435479033e-05,0.10264635124298316,0.0,2.3950356492400476e-05,True
s__Enterococcus_aquimarinus,0.11248696872493986,0.018761823529411765,-2.5838859123351683,1.2593443236722847e-05,0.16920609462710506,0.37058823529411766,2.436179881310868e-05,True
s__Oscillospiraceae_bacterium_CLA_AA_H250,0.007897610264635126,0.0,-26.234912857171246,1.3438924512583548e-05,0.10184442662389735,0.0,2.5908029730444574e-05,True
s__Holdemanella_biformis,0.005217666399358461,0.00014441176470588235,-5.17514355121531,1.380003299301406e-05,0.11226944667201283,0.0058823529411764705,2.6513077085893453e-05,True
s__Tolumonas_auensis,0.013224330392943065,2.9411764705882355e-06,-12.134464665216315,1.3933136857206813e-05,0.11146752205292702,0.0058823529411764705,2.667743951158028e-05,True
s__GGB9715_SGB15260,0.0030833841218925414,0.0,-24.878011339735384,1.4636700264275484e-05,0.10104250200481155,0.0,2.7834545584404516e-05,True
s__GGB4554_SGB6285,0.0047744907778668804,0.0,-25.50884356549878,1.4636704006059415e-05,0.10104250200481155,0.0,2.7834545584404516e-05,True
s__Phocaeicola_massiliensis,0.012946118684843626,0.00031076470588235294,-5.380552708249546,1.4774938846475863e-05,0.11226944667201283,0.0058823529411764705,2.800250234078702e-05,True
s__Alistipes_SGB2313,0.007634514835605454,3.1176470588235293e-06,-11.257816894234825,1.5169546820684983e-05,0.11066559743384122,0.0058823529411764705,2.8653588439071634e-05,True
s__Blautia_obeum,0.006212285485164395,0.00012058823529411764,-5.686961888564971,1.5508302825207857e-05,0.12028869286287089,0.011764705882352941,2.9195160687723514e-05,True
s__Segatella_hominis,0.00458869286287089,0.017847235294117646,1.959545430560737,1.6539361493507653e-05,0.08420208500400962,0.18235294117647058,3.1032046146681586e-05,True
s__Desulfovibrio_sp_86,0.0023968885324779474,6.605882352941176e-05,-5.181265607629977,1.6700416802869348e-05,0.12028869286287089,0.011764705882352941,3.122977942136568e-05,True
s__GGB6601_SGB9333,0.0061275220529270254,0.0,-25.868800459111107,1.7357431595250644e-05,0.09943865276663993,0.0,3.2137026814969015e-05,True
s__GGB4569_SGB6312,0.004427834803528468,0.0,-25.400098094935075,1.7357431595250644e-05,0.09943865276663993,0.0,3.2137026814969015e-05,True
s__GGB9634_SGB15093,0.0046081876503608656,0.0,-25.45769616158997,1.7357431595250644e-05,0.09943865276663993,0.0,3.2137026814969015e-05,True
s__Ruminococcus_gnavus,0.03853446672012831,0.00808829411764706,-2.2522420469327913,1.8664529287509996e-05,0.08259823576583801,0.18235294117647058,3.444342411280628e-05,True
s__GGB4669_SGB6458,0.004233953488372093,0.0,-25.335502119151652,1.889945600268594e-05,0.09863672814755413,0.0,3.476260595903873e-05,True
s__Flavobacterium_sasangense,0.002400449077786688,0.00014976470588235293,-4.002533850342173,1.9702997179270094e-05,0.10986367281475541,0.0058823529411764705,3.612216149532851e-05,True
s__Candidatus_Saccharibacteria_bacterium_CAG1,0.0019561267040898154,0.0,-24.221496558889193,2.057667970170543e-05,0.09783480352846832,0.0,3.760103359171578e-05,True
s__Bilophila_wadsworthia,0.004511940657578187,0.0017303529411764704,-1.3826817064040111,2.101169694379965e-05,0.10986367281475541,0.0058823529411764705,3.827130514763508e-05,True
s__Dialister_succinatiphilus,0.005828628708901363,0.0,-25.796653192016734,2.2400818031257782e-05,0.09703287890938252,0.0,4.0407909905828426e-05,True
s__Brachymonas_chironomi,0.005113520449077787,0.0,-25.607813562003795,2.2400818031257782e-05,0.09703287890938252,0.0,4.0407909905828426e-05,True
s__GGB4644_SGB6428,0.005335469125902165,0.0,-25.66911181813175,2.2400819929969056e-05,0.09703287890938252,0.0,4.0407909905828426e-05,True
s__Schaalia_sp_JY_X169,0.02093392141138733,0.00018947058823529412,-6.787724108188953,2.3348708997315766e-05,0.15637530072173217,0.041176470588235294,4.1982774831712e-05,True
s__Lactococcus_chungangensis,0.03388469927826784,0.0002633529411764706,-7.007492042138176,2.4360930799400284e-05,0.13311948676824378,0.023529411764705882,4.3427759492216435e-05,True
s__Microbacterium_lacticum,0.008997153167602245,0.0,-26.4229652638345,2.438456257912826e-05,0.09623095429029671,0.0,4.3427759492216435e-05,True
s__GGB4611_SGB6385,0.004227987169206094,0.0,-25.333467696873267,2.438457083787554e-05,0.09623095429029671,0.0,4.3427759492216435e-05,True
s__Zoogloea_ramigera,0.007129470729751403,0.00019411764705882349,-5.198791073155841,2.510131260746335e-05,0.1339214113873296,0.023529411764705882,4.4562773331604236e-05,True
s__Desulfovibrio_desulfuricans,0.002655629510825982,0.0,-24.6625506076256,2.654172150431566e-05,0.0954290296712109,0.0,4.682361887323187e-05,True
s__GGB8177_SGB12496,0.0016899999999999999,0.0,-24.010519996085563,2.6541730484291866e-05,0.0954290296712109,0.0,4.682361887323187e-05,True
s__Ruminococcus_bovis,0.0038692702485966326,0.00012511764705882354,-4.9507031892850675,2.7660271521811334e-05,0.10585404971932638,0.0058823529411764705,4.8643925779737174e-05,True
s__Catenibacterium_tridentinum,0.027139478748997595,0.0003742352941176471,-6.180303196152467,2.8126045897507652e-05,0.14033680834001605,0.029411764705882353,4.93084742140681e-05,True
s__GGB9691_SGB15198,0.0036748195669607056,0.0,-25.13117011906805,2.8887274620907693e-05,0.0946271050521251,0.0,5.017264334665877e-05,True
s__GGB9715_SGB15267,0.004944089815557337,0.0,-25.559201645226697,2.8887277061764705e-05,0.0946271050521251,0.0,5.017264334665877e-05,True
s__Rhodoferax_sp_U2_2l,0.003535469125902165,0.0,-25.075398365797238,2.8887279502621714e-05,0.0946271050521251,0.0,5.017264334665877e-05,True
s__Oliverpabstia_intestinalis,0.004341387329591018,0.00013794117647058824,-4.976030048462425,3.0303952811979795e-05,0.10505212510024058,0.0058823529411764705,5.247073310963168e-05,True
s__Fluviibacter_phosphoraccumulans,0.00585739374498797,0.0004881176470588235,-3.5849577914805066,3.0485906898125936e-05,0.10585404971932638,0.0058823529411764705,5.2623365445688157e-05,True
s__Aliarcobacter_cryaerophilus,1.81849764234162,0.003042411764705883,-9.223315869830284,3.1162739759694986e-05,0.1996792301523657,0.08235294117647059,5.3626677930027265e-05,True
s__Parasutterella_excrementihominis,0.003755709703287891,0.002883764705882353,-0.3811320868945938,3.205493506131299e-05,0.10585404971932638,0.0058823529411764705,5.4993328958399346e-05,True
s__Sanguibacter_inulinus,0.0304657016840417,0.003597176470588235,-3.082249091246865,3.242732753145254e-05,0.044105854049719326,0.12352941176470589,5.546259373519779e-05,True
s__Roseburia_faecis,0.023050328789093827,0.0004979411764705883,-5.5326679138973045,3.368326764771921e-05,0.13151563753007217,0.023529411764705882,5.743560228076133e-05,True
s__Faecalibacterium_sp_CLA_AA_H233,0.006102502004811549,0.0,-25.86289755181742,3.420992437517587e-05,0.09302325581395349,0.0,5.815687143779897e-05,True
s__Oscillibacter_sp_MSJ_31,0.007805621491579792,4.017647058823529e-05,-7.602015290847728,3.638573851840704e-05,0.10264635124298316,0.0058823529411764705,6.166888008708866e-05,True
s__Clostridiaceae_unclassified_SGB15090,0.013670056134723335,0.0,-27.026443936892147,3.7223801713980535e-05,0.09222133119486768,0.0,6.271036865328252e-05,True
s__GGB6612_SGB9346,0.0032585244587008825,0.0,-24.957715532445718,3.7223801713980535e-05,0.09222133119486768,0.0,6.271036865328252e-05,True
s__Klebsiella_grimontii,0.06694480352846831,0.00012435294117647057,-9.072386474665354,3.8938079627653205e-05,0.10264635124298316,0.0058823529411764705,6.540198404524985e-05,True
s__GGB71899_SGB98917,0.003932686447473937,0.0,-25.22901186589377,4.049986900799074e-05,0.09141940657578188,0.0,6.741968026525137e-05,True
s__Klebsiella_michiganensis,0.009821066559743385,0.0,-26.549376387443104,4.049987582427928e-05,0.09141940657578188,0.0,6.741968026525137e-05,True
s__GGB3619_SGB4894,0.002986992782678428,0.0,-24.83219046425168,4.0499879232423724e-05,0.09141940657578188,0.0,6.741968026525137e-05,True
s__Acinetobacter_junii,0.14665739374498798,0.16077429411764707,0.13258694870473314,4.0806927452508275e-05,0.1892542101042502,0.06470588235294118,6.772984112679628e-05,True
s__GGB9762_SGB15377,0.0025960384923817163,0.0,-24.629808494630204,4.4060686707870006e-05,0.09061748195669607,0.0,7.291458773780257e-05,True
s__Segatella_sinensis,0.03488639133921411,0.0020644117647058823,-4.078861644084499,4.637898641523212e-05,0.15316760224538895,0.041176470588235294,7.652532758513299e-05,True
s__Arcobacter_acticola,0.20620486768243787,0.0005495882352941177,-8.551511290717759,4.6732000968447225e-05,0.17080994386527668,0.058823529411764705,7.688167901260673e-05,True
s__Desulfovibrio_cuneatus,0.0009555092221331196,0.0,-23.187838517806462,4.793068317902418e-05,0.08981555733761026,0.0,7.816605318741814e-05,True
s__Thermomonas_carbonis,0.0010670088211708099,0.0,-23.347068902674796,4.793069928069847e-05,0.08981555733761026,0.0,7.816605318741814e-05,True
s__GGB4699_SGB6502,0.004076495589414595,0.0,-25.280826153688707,4.793069928069847e-05,0.08981555733761026,0.0,7.816605318741814e-05,True
s__Clostridiaceae_bacterium_Marseille_Q4149,0.006116936647955093,0.005332470588235294,-0.1980052276809782,4.879453869364513e-05,0.10184442662389735,0.0058823529411764705,7.934416291923164e-05,True
s__Vescimonas_coprocola,0.0048945709703287895,0.00018658823529411764,-4.71325173358744,5.121989098225781e-05,0.10024057738572574,0.0058823529411764705,8.3047279887418e-05,True
s__Bifidobacterium_angulatum,0.0017495910184442659,0.0,-24.060514466088247,5.213643341540724e-05,0.08901363271852446,0.0,8.404754038513264e-05,True
s__Mitsuokella_multacida,0.0031063352044907776,0.0,-24.888710229937075,5.2136442164039503e-05,0.08901363271852446,0.0,8.404754038513264e-05,True
s__Methanothrix_soehngenii,0.013096567762630311,0.0001124705882352941,-6.863495913125093,5.2843494086336266e-05,0.11788291900561347,0.01764705882352941,8.494326699838007e-05,True
s__Collinsella_aerofaciens,0.025333231756214915,0.001413823529411765,-4.163357074587433,5.330639691554358e-05,0.15878107457898957,0.047058823529411764,8.5442539056057e-05,True
s__Dysgonomonas_mossii,0.0027980192461908577,0.0,-24.737902601895446,5.670671856133304e-05,0.08821170809943865,0.0,8.986574702232134e-05,True
s__GGB87445_SGB15180,0.0025624298315958297,0.0,-24.611009219572527,5.67067233144469e-05,0.08821170809943865,0.0,8.986574702232134e-05,True
s__Veillonella_dispar,0.0022749318364073783,0.0,-24.43932004623651,5.67067233144469e-05,0.08821170809943865,0.0,8.986574702232134e-05,True
s__Pseudomonas_luteola,0.8522788933440256,0.0,-32.98867845855602,5.670672806756106e-05,0.08821170809943865,0.0,8.986574702232134e-05,True
s__Catenibacterium_mitsuokai,0.004146511627906977,0.0002398235294117647,-4.111852455687259,5.725166296549513e-05,0.09943865276663993,0.0058823529411764705,9.047375471448667e-05,True
s__Prevotella_herbatica,0.002540850040096231,0.00010647058823529412,-4.576783076352648,5.744955639533219e-05,0.09943865276663993,0.0058823529411764705,9.053146387017235e-05,True
s__Moraxella_porci,0.005964450681635927,1.9411764705882353e-06,-11.585167985652983,6.016211192995213e-05,0.09783480352846832,0.0058823529411764705,9.454046160421049e-05,True
s__Bacteroides_intestinalis,0.002225629510825982,0.0,-24.407710183627234,6.167277985506094e-05,0.08740978348035285,0.0,9.637445542810359e-05,True
s__GGB3281_SGB4335,0.003123095429029671,0.0,-24.896473363300903,6.167277985506094e-05,0.08740978348035285,0.0,9.637445542810359e-05,True
s__Paraprevotella_clara,0.004186206896551724,0.004292,0.036006459004210456,6.27205201146604e-05,0.09943865276663993,0.0058823529411764705,9.773947717867913e-05,True
s__Acidovorax_sp_KKS102,0.08613388933440257,0.023308823529411767,-1.8857047835351102,7.160612215222577e-05,0.19165998396150763,0.07058823529411765,0.0001112771039540129,True
s__GGB4567_SGB6307,0.002735060144346431,0.0,-24.705069275387544,7.293066958362533e-05,0.08580593424218123,0.0,0.00011302239126081162,True
s__Ruthenibacterium_lactatiformans,0.0035697754611066558,0.0036028823529411762,0.013318211400510397,7.411733148456421e-05,0.09783480352846832,0.0058823529411764705,0.00011454496683978105,True
s__Acidovorax_SGB22469,0.003794667201283079,0.0,-25.177470066629688,7.929914131286431e-05,0.08500400962309543,0.0,0.00012221653372669473,True
s__Lysobacter_sp_HDW10,0.0026422052927024863,0.0005127058823529412,-2.3655389827240385,7.973633236959475e-05,0.09703287890938252,0.0058823529411764705,0.0001225536505735415,True
s__Sutterella_wadsworthensis,0.009276054530874097,0.008355470588235294,-0.15079021486150115,8.042242247039364e-05,0.09703287890938252,0.0058823529411764705,0.00012327043444232468,True
s__Ottowia_oryzae,0.001865998396150762,0.0,-24.153444487702004,8.62171931679908e-05,0.08420208500400962,0.0,0.00013179249418867258,True
s__Acinetobacter_pullicarnis,0.003925396952686448,6.705882352941176e-06,-9.193174187572739,9.285984222211345e-05,0.09382518043303929,0.0058823529411764705,0.0001415607920831675,True
s__Aeromonas_salmonicida,0.027045533279871685,0.0001084705882352941,-7.961941300293787,9.460667300285709e-05,0.10344827586206896,0.011764705882352941,0.00014383290936206727,True
s__Tessaracoccus_flavescens,0.007054194065757819,0.0011008235294117645,-2.6798979430612793,9.493086461303059e-05,0.12510024057738572,0.023529411764705882,0.00014388188414710942,True
s__GGB9730_SGB15291,0.0036872093023255816,0.004156823529411764,0.17295218526220227,9.515183425771407e-05,0.0954290296712109,0.0058823529411764705,0.00014388188414710942,True
s__GGB4699_SGB6503,0.0024655894145950282,0.0,-24.55542929584514,0.00010189373748284551,0.08259823576583801,0.0,0.00015366232991364606,True
s__GGB4579_SGB6329,0.00253738572574178,0.0,-24.596839571300688,0.00011075828839232379,0.0817963111467522,0.0,0.00016613748787292114,True
s__GGB9767_SGB15385,0.002623953488372093,0.0,-24.645238866477907,0.00011075832524861409,0.0817963111467522,0.0,0.00016613748787292114,True
s__GGB4578_SGB6328,0.0017860224538893345,0.0,-24.090246963135872,0.00012038536288616213,0.0809943865276664,0.0,0.00018009650287769855,True
s__Ruminococcus_lactaris,0.002252373696872494,8.141176470588235e-05,-4.790063398600016,0.00012651074639139762,0.09141940657578188,0.0058823529411764705,0.00018875672533397357,True
s__Bifidobacterium_thermophilum,0.04518960705693664,0.0,-28.751415774501204,0.00013083981707239978,0.08019246190858059,0.0,0.00019469797712895563,True
s__Roseburia_hominis,0.006213712910986368,0.0011418235294117648,-2.4441157865783674,0.00013194334577905996,0.10184442662389735,0.011764705882352941,0.0001958206798467001,True
s__Segatella_brunsvicensis,0.016319911788291903,0.0008355882352941177,-4.28769710524205,0.00013702535736200586,0.12670408981555734,0.029411764705882353,0.0002028264524540509,True
s__Bacteroides_stercoris,0.023511724137931036,0.08077841176470589,1.78058943911175,0.00013800714286187426,0.14113873295910184,0.03529411764705882,0.00020374212406713542,True
s__Anaeroarcus_burkinensis,0.0006043303929430632,0.0,-22.526906307833478,0.0001421921064569456,0.07939053728949479,0.0,0.0002088214439205433,True
s__GGB3653_SGB4964,0.0031244747393744986,0.0,-24.89711038669058,0.0001421921418496391,0.07939053728949479,0.0,0.0002088214439205433,True
s__Kaistella_chaponensis,0.014865918203688855,0.0,-27.14743334385526,0.00015451860963241055,0.07858861267040898,0.0,0.00022633143604120713,True
s__Segatella_copri,0.47177855653568557,0.11087947058823529,-2.089117570904388,0.00016039366132830694,0.23656776263031276,0.4470588235294118,0.00023432511459682342,True
s__GGB4676_SGB6465,0.0020799358460304733,0.0,-24.310035763843715,0.00016790208716791478,0.07778668805132317,0.0,0.00024402349974404194,True
s__GGB14982_SGB22687,0.003337177225340818,0.0,-24.992125012281925,0.00016790208716791478,0.07778668805132317,0.0,0.00024402349974404194,True
s__Oscillibacter_valericigenes,0.004950200481154771,0.0006371176470588236,-2.957855054383318,0.00018148636453964073,0.08901363271852446,0.0058823529411764705,0.0002630848850303319,True
s__Eubacterium_siraeum,0.003807209302325581,0.0,-25.18223058672228,0.00018243237596779683,0.07698476343223737,0.0,0.00026377464669570625,True
s__Gemmobacter_aquaticus,0.0008151323175621492,5.1000000000000006e-05,-3.9984624619462266,0.00018953310538001868,0.08821170809943865,0.0058823529411764705,0.0002733369463192557,True
s__GGB3267_SGB4317,0.0020091259021651963,0.0,-24.260064709615996,0.0002153310072985021,0.07538091419406576,0.0,0.0003097453720370761,True
s__Pseudomonas_fragi,0.14154487570168403,0.003192529411764706,-5.470415755339945,0.00022849505761600002,0.06976744186046512,0.1588235294117647,0.00032784073484034784,True
s__GGB9770_SGB15390,0.0012971692060946272,0.0,-23.62886345615446,0.00023391945878171143,0.07457898957497995,0.0,0.00033391556329908425,True
s__GGB4642_SGB6422,0.002728155573376103,0.0,-24.70142263364688,0.00023391945878171143,0.07457898957497995,0.0,0.00033391556329908425,True
s__Massilia_timonae,0.8284428628708902,0.00017235294117647057,-12.230819728695836,0.0002393489057631155,0.0946271050521251,0.011764705882352941,0.00034079882267286246,True
s__Anaerobutyricum_soehngenii,0.0029526864474739376,0.0003212352941176471,-3.2003254457103805,0.0002519102528904962,0.08580593424218123,0.0058823529411764705,0.0003577763338520718,True
s__Lentihominibacter_faecis,0.001187113071371291,0.0,-23.500954142572375,0.0002540963034724955,0.07377706495589414,0.0,0.00035996976325270195,True
s__Agathobaculum_butyriciproducens,0.0019724619085805936,0.0012524117647058823,-0.655288431877688,0.0002566481326589243,0.08580593424218123,0.0058823529411764705,0.00036266902373213234,True
s__Ruminococcus_bicirculans,0.00543056936647955,0.00034676470588235295,-3.969074103472336,0.00027058339908929326,0.0946271050521251,0.011764705882352941,0.00038140021831430533,True
s__Roseburia_intestinalis,0.0019455092221331196,0.0,-24.213644557379155,0.00027599615001077917,0.07297514033680834,0.0,0.0003870846322940632,True
s__GGB4723_SGB6540,0.0016956535685645551,0.0,-24.015338198695837,0.0002759961727586903,0.07297514033680834,0.0,0.0003870846322940632,True
s__Blautia_wexlerae,0.0487167522052927,0.0022660000000000002,-4.4261981294715405,0.0002816186985610084,0.16920609462710506,0.07058823529411765,0.00039398526157786957,True
s__Roseburia_sp_AF02_12,0.0026110505212510026,5.523529411764706e-05,-5.562893594252703,0.0002852346725633589,0.08340016038492382,0.0058823529411764705,0.00039805137141304557,True
s__GGB9760_SGB15373,0.0017982919005613469,5.441176470588235e-05,-5.046562218877254,0.00028865558764226956,0.08340016038492382,0.0058823529411764705,0.0004018257684052437,True
s__Bacteroides_luti,0.002799077786688051,0.0,-24.738448295879504,0.0002997649029652975,0.07217321571772253,0.0,0.0004142072371017728,True
s__GGB4588_SGB6347,0.0018830954290296712,0.0,-24.166602853628117,0.0002997649276531645,0.07217321571772253,0.0,0.0004142072371017728,True
s__Comamonas_suwonensis,0.0038684282277465917,0.0,-25.205244208794618,0.00029976495234103345,0.07217321571772253,0.0,0.0004142072371017728,True
s__Bacteroides_finegoldii,0.001750673616680032,0.0008089411764705882,-1.113803343386478,0.0003024866216634236,0.08420208500400962,0.0058823529411764705,0.0004169410190495839,True
s__Acinetobacter_radioresistens,0.6200299117882919,0.00019529411764705883,-11.632472867339242,0.0003054204930055055,0.09222133119486768,0.011764705882352941,0.00041995317788257004,True
s__Stenotrophomonas_rhizophila,1.0132963271852446,0.001677,-9.238957645754603,0.00031195131072352,0.10184442662389735,0.01764705882352941,0.00042788431617578164,True
s__Kocuria_massiliensis,1.7414027826784282,0.0,-34.019530882769615,0.0003255594911732627,0.07137129109863673,0.0,0.00044222687945319895,True
s__Pseudomonas_anguilliseptica,0.001179943865276664,0.0,-23.492215012835107,0.0003255608575631352,0.07137129109863673,0.0,0.00044222687945319895,True
s__GGB1146_SGB1472,0.0014582117080994385,0.0,-23.797696953355782,0.0003255609647311429,0.07137129109863673,0.0,0.00044222687945319895,True
s__GGB9690_SGB15196,0.0012945709703287892,0.0,-23.62597083377276,0.0003255609647311429,0.07137129109863673,0.0,0.00044222687945319895,True
s__Lachnospira_pectinoschiza,0.00803216519647153,0.0016139411764705882,-2.3152008724071838,0.000336597911745352,0.09302325581395349,0.011764705882352941,0.000456114561567977,True
s__Erysipelothrix_aquatica,0.0037700962309542897,0.0,-25.1680980509454,0.000353555777579539,0.07056936647955092,0.0,0.0004767903635147148,True
s__GGB4266_SGB5805,0.002108524458700882,0.0,-24.329730489485037,0.000353555777579539,0.07056936647955092,0.0,0.0004767903635147148,True
s__Thiothrix_litoralis,0.002198724939855654,0.0,-24.39016386438479,0.000383935440940528,0.06976744186046512,0.0,0.0005165174637113578,True
s__GGB4580_SGB6330,0.0010649879711307137,0.0,-23.34433393521012,0.0004169016833080888,0.06896551724137931,0.0,0.0005581906051096561,True
s__Thermomonas_beijingensis,0.002130890136327185,0.0,-24.34495294499763,0.0004169017175417931,0.06896551724137931,0.0,0.0005581906051096561,True
s__Clostridium_fessum,0.002363287890938252,0.00021741176470588234,-3.4422928681666773,0.00043023467631579865,0.08019246190858059,0.0058823529411764705,0.0005746706033646739,True
s__GGB9635_SGB15103,0.0011232076984763432,0.0,-23.421121521690374,0.00045267319671997116,0.0681635926222935,0.0,0.0006032058512111729,True
s__Fusicatenibacter_saccharivorans,0.023629278267842824,0.001960294117647059,-3.5914334627848152,0.0004539604723429989,0.15236567762630313,0.058823529411764705,0.0006034877369299109,True
s__Pantoea_sp_EnvD,0.9529368163592621,0.0009918823529411766,-9.907995687182423,0.00048492207286589327,0.08821170809943865,0.011764705882352941,0.0006431236001838442,True
s__GGB4604_SGB6371,0.0012502325581395348,0.0,-23.575693257907606,0.0004914872571322419,0.0673616680032077,0.0,0.0006502932812528012,True
s__Bacteroides_uniformis,0.15940126704089813,0.06617835294117647,-1.2682318045672687,0.0005237524095395726,0.2028869286287089,0.10588235294117647,0.0006913531805922358,True
s__Lysobacter_lycopersici,0.0007098235765838012,0.0,-22.75902926646232,0.0005336008222973574,0.06655974338412189,0.0,0.0006994162030381427,True
s__Clostridium_SGB4909,0.0013491419406575782,0.0,-23.68553891061827,0.0005336008660237406,0.06655974338412189,0.0,0.0006994162030381427,True
s__GGB1550_SGB2134,0.0013454049719326382,0.0,-23.681537266201836,0.0005336009534765153,0.06655974338412189,0.0,0.0006994162030381427,True
s__GGB4664_SGB6452,0.0016242101042502003,0.0,-23.95323502149115,0.0005792930299918731,0.06575781876503609,0.0,0.000752276426942371,True
s__Enterococcus_faecalis,0.22149048115477143,0.0,-31.044597553030126,0.0005792930774315584,0.06575781876503609,0.0,0.000752276426942371,True
s__GGB34797_SGB14322,0.0018177786688051325,0.0,-24.115673292473456,0.0005792930774315584,0.06575781876503609,0.0,0.000752276426942371,True
s__Pseudomonas_lundensis,0.03297117080994387,0.0,-28.29662988165386,0.0005792930774315584,0.06575781876503609,0.0,0.000752276426942371,True
s__GGB13489_SGB15224,0.0011682518043303928,0.0,-23.477848053107614,0.0006288659200976395,0.06495589414595028,0.0,0.000811020319357019,True
s__Selenomonas_bovis,0.0012452365677626304,0.0,-23.569916628961685,0.0006288659715642392,0.06495589414595028,0.0,0.000811020319357019,True
s__GGB1497_SGB2076,0.0009114514835605452,0.0,-23.119734591455515,0.0006288660230308437,0.06495589414595028,0.0,0.000811020319357019,True
s__Ottowia_testudinis,9.5028067361668e-05,0.0,-19.857995681457147,0.0006826470917890326,0.06415396952686447,0.0,0.0008743500724202123,True
s__Dermacoccus_nishinomiyaensis,0.12107093825180433,0.0,-30.17320545867679,0.0006826476501248716,0.06415396952686447,0.0,0.0008743500724202123,True
s__Akkermansia_sp_KLE1798,0.0007260384923817162,0.0,-22.79161480564154,0.0006826476501248716,0.06415396952686447,0.0,0.0008743500724202123,True
s__GGB9342_SGB14306,0.00932485966319166,2.0529411764705882e-05,-8.827238901068341,0.0007012725927112214,0.07457898957497995,0.0058823529411764705,0.0008961592813462305,True
s__Ligilactobacillus_ruminis,0.001989823576583801,1.7588235294117647e-05,-6.821877844622024,0.000707218375932873,0.07457898957497995,0.0058823529411764705,0.0009017034293144129,True
s__Stenotrophomonas_koreensis,0.0015445469125902164,0.0001838823529411765,-3.0703280624135787,0.0007323817855844153,0.08500400962309543,0.011764705882352941,0.0009316693462876576,True
s__Pseudomonas_viridiflava,0.36569855653568567,0.0005083529411764705,-9.490608448861646,0.0007351772284805928,0.07457898957497995,0.0058823529411764705,0.0009331095592253677,True
s__GGB6613_SGB9347,0.0010065757818765037,0.0,-23.26295259978961,0.0008042890065387008,0.06255012028869286,0.0,0.001013946448379172,True
s__GGB61782_SGB83906,0.0023625741780272653,0.0,-24.49385635179161,0.0008042890722437282,0.06255012028869286,0.0,0.001013946448379172,True
s__Simplicispira_psychrophila,0.0006081154771451483,0.0,-22.535914114584767,0.0008042890722437282,0.06255012028869286,0.0,0.001013946448379172,True
s__GGB1458_SGB2021,0.00043194867682437853,0.005432823529411765,3.65277006839314,0.0008199739900016078,0.05132317562149158,0.11176470588235295,0.0010314022609661478,True
s__Flavobacterium_solisilvae,0.0006302165196471532,1.3764705882352941e-05,-5.516791630998504,0.0008350259170352106,0.07297514033680834,0.0058823529411764705,0.0010479855468831167,True
s__Bradyrhizobium_SGB11337,0.1356328067361668,0.0013152352941176472,-6.688241340425325,0.0008650618755206377,0.07297514033680834,0.0058823529411764705,0.0010832582860872272,True
s__Candidatus_Kaistella_beijingensis,0.01654000801924619,0.0003194705882352941,-5.694132563993436,0.0008722530780654572,0.09302325581395349,0.01764705882352941,0.0010834653102353511,True
s__Flavimobilis_soli,0.0002139775461106656,0.0,-21.029028657867546,0.000872952157373811,0.061748195669607056,0.0,0.0010834653102353511,True
s__Kluyvera_ascorbata,0.0017736647955092222,0.0,-24.080230126356483,0.0008729522999225306,0.061748195669607056,0.0,0.0010834653102353511,True
s__Oscillospiraceae_unclassified_SGB15256,0.0006584121892542101,0.0,-22.650559833213485,0.0008729524424712633,0.061748195669607056,0.0,0.0010834653102353511,True
s__Rivicola_pingtungensis,0.10795360064153968,0.000692,-7.285423402895135,0.0008960968378269266,0.07297514033680834,0.0058823529411764705,0.0011097358190306974,True
s__Citrobacter_braakii,0.008115412991178829,0.0007920588235294118,-3.3569848671587335,0.0009281610588346751,0.07297514033680834,0.0058823529411764705,0.0011469126740225831,True
s__Acidovorax_sp_210_6,0.06055413793103448,0.005469411764705882,-3.468767940394964,0.0009467632254026675,0.1491579791499599,0.058823529411764705,0.0011554615125078302,True
s__Pseudoxanthomonas_yeongjuensis,0.00028514033680834003,0.0,-21.4432412169694,0.0009474367061344266,0.06094627105052125,0.0,0.0011554615125078302,True
s__Veillonella_atypica,0.0008951724137931034,0.0,-23.0937343084723,0.0009474371700185812,0.06094627105052125,0.0,0.0011554615125078302,True
s__GGB6606_SGB9340,0.0012249238171611867,0.0,-23.546188807118533,0.0009474372473326238,0.06094627105052125,0.0,0.0011554615125078302,True
s__GGB23787_SGB63754,0.01586803528468324,0.0,-27.241548278814097,0.0009474372473326238,0.06094627105052125,0.0,0.0011554615125078302,True
s__GGB4558_SGB6289,0.0011678588612670407,0.0,-23.477362719108665,0.0009474372473326238,0.06094627105052125,0.0,0.0011554615125078302,True
s__Cloacibacterium_caeni,1.774003728949479,0.04391694117647059,-5.3360876549019896,0.0009741627520900045,0.35445068163592625,0.3058823529411765,0.0011854778826952115,True
s__GGB4687_SGB6484,0.0016664073777064956,0.00030476470588235296,-2.4509730026250023,0.0010168085832166142,0.07217321571772253,0.0058823529411764705,0.0012346961367630314,True
s__Alistipes_ihumii,0.0015961988773055332,0.0003741764705882353,-2.0928493739063834,0.0010253278554207248,0.07217321571772253,0.0058823529411764705,0.0012423518939331027,True
s__Faecalicatena_fissicatena,0.0008026303127506015,0.0,-22.936304392141803,0.0010282348822088423,0.060144346431435444,0.0,0.0012431891571533633,True
